timestamp,ctr,ax_g,ay_g,az_g
2026-02-17T20:15:28.310,32720,0.004,0.001,1.020
2026-02-17T20:15:28.310,32721,0.005,0.001,1.019
2026-02-17T20:15:28.310,32722,0.007,0.000,1.019
2026-02-17T20:15:28.358,32724,0.004,0.001,1.017
2026-02-17T20:15:28.358,32725,0.003,0.004,1.018
2026-02-17T20:15:28.358,32726,0.005,0.003,1.019
2026-02-17T20:15:28.407,32728,0.009,0.003,1.020
2026-02-17T20:15:28.407,32729,0.007,0.000,1.019
2026-02-17T20:15:28.407,32730,0.007,0.001,1.019
2026-02-17T20:15:28.409,32732,0.005,0.000,1.019
2026-02-17T20:15:28.456,32733,0.002,0.002,1.020
2026-02-17T20:15:28.456,32734,0.004,0.002,1.018
2026-02-17T20:15:28.456,32735,0.004,0.000,1.018
2026-02-17T20:15:28.504,32737,0.005,0.000,1.022
2026-02-17T20:15:28.504,32738,0.005,0.003,1.018
2026-02-17T20:15:28.506,32739,0.006,0.002,1.020
2026-02-17T20:15:28.553,32741,0.004,0.002,1.018
2026-02-17T20:15:28.553,32742,0.003,0.003,1.020
2026-02-17T20:15:28.553,32743,0.002,0.001,1.019
2026-02-17T20:15:28.603,32745,0.004,0.002,1.019
2026-02-17T20:15:28.603,32746,0.007,0.003,1.019
2026-02-17T20:15:28.603,32747,0.005,0.004,1.018
2026-02-17T20:15:28.651,32749,0.005,0.000,1.020
2026-02-17T20:15:28.651,32750,0.005,0.004,1.017
2026-02-17T20:15:28.651,32751,0.005,0.000,1.020
2026-02-17T20:15:28.699,32753,0.006,0.003,1.018
2026-02-17T20:15:28.699,32754,0.004,0.001,1.019
2026-02-17T20:15:28.701,32755,0.003,0.003,1.020
2026-02-17T20:15:28.748,32757,0.007,0.002,1.019
2026-02-17T20:15:28.748,32758,0.007,0.002,1.019
2026-02-17T20:15:28.748,32759,0.003,0.003,1.022
2026-02-17T20:15:28.750,32761,0.003,0.001,1.019
2026-02-17T20:15:28.797,32762,0.004,0.001,1.019
2026-02-17T20:15:28.797,32763,0.005,0.002,1.017
2026-02-17T20:15:28.797,32764,0.006,0.002,1.017
2026-02-17T20:15:28.846,32766,0.006,0.000,1.017
2026-02-17T20:15:28.846,32767,0.005,0.001,1.019
2026-02-17T20:15:28.846,-32768,0.003,0.002,1.018
2026-02-17T20:15:28.894,-32766,0.004,0.002,1.020
2026-02-17T20:15:28.895,-32765,0.005,0.006,1.019
2026-02-17T20:15:28.895,-32764,0.005,0.005,1.017
2026-02-17T20:15:28.944,-32762,0.005,0.000,1.018
2026-02-17T20:15:28.945,-32761,0.005,0.000,1.020
2026-02-17T20:15:28.945,-32760,0.005,0.001,1.018
2026-02-17T20:15:28.992,-32758,0.005,0.003,1.019
2026-02-17T20:15:28.992,-32757,0.004,0.001,1.020
2026-02-17T20:15:28.992,-32756,0.008,0.004,1.018
2026-02-17T20:15:29.042,-32754,0.004,0.002,1.017
2026-02-17T20:15:29.042,-32753,0.003,0.001,1.018
2026-02-17T20:15:29.043,-32752,0.002,0.004,1.021
2026-02-17T20:15:29.089,-32750,0.002,0.002,1.018
2026-02-17T20:15:29.089,-32749,0.004,0.000,1.020
2026-02-17T20:15:29.089,-32748,0.005,0.001,1.018
2026-02-17T20:15:29.138,-32745,0.003,0.000,1.019
2026-02-17T20:15:29.138,-32744,0.004,0.001,1.018
2026-02-17T20:15:29.138,-32743,0.004,0.001,1.019
2026-02-17T20:15:29.187,-32741,0.005,0.001,1.018
2026-02-17T20:15:29.187,-32740,0.005,0.006,1.019
2026-02-17T20:15:29.187,-32739,0.007,0.004,1.018
2026-02-17T20:15:29.236,-32737,0.001,0.000,1.022
2026-02-17T20:15:29.236,-32736,0.001,0.000,1.017
2026-02-17T20:15:29.236,-32735,0.000,0.001,1.020
2026-02-17T20:15:29.284,-32733,0.002,-0.001,1.018
2026-02-17T20:15:29.284,-32732,0.005,-0.002,1.020
2026-02-17T20:15:29.286,-32731,0.006,0.001,1.012
2026-02-17T20:15:29.334,-32729,0.010,0.008,1.011
2026-02-17T20:15:29.334,-32728,0.005,0.010,1.023
2026-02-17T20:15:29.334,-32727,0.007,0.009,1.018
2026-02-17T20:15:29.382,-32725,0.000,0.003,1.022
2026-02-17T20:15:29.382,-32724,0.000,0.001,1.019
2026-02-17T20:15:29.382,-32723,0.002,-0.001,1.019
2026-02-17T20:15:29.432,-32721,0.007,0.000,1.017
2026-02-17T20:15:29.432,-32720,0.007,0.000,1.018
2026-02-17T20:15:29.432,-32719,0.005,0.000,1.020
2026-02-17T20:15:29.479,-32717,0.005,0.004,1.017
2026-02-17T20:15:29.479,-32716,0.006,0.004,1.019
2026-02-17T20:15:29.481,-32715,0.007,0.006,1.016
2026-02-17T20:15:29.528,-32713,0.002,0.004,1.016
2026-02-17T20:15:29.528,-32712,-0.004,0.000,1.025
2026-02-17T20:15:29.528,-32711,-0.003,0.000,1.021
2026-02-17T20:15:29.577,-32708,0.005,-0.003,1.020
2026-02-17T20:15:29.577,-32707,0.009,0.000,1.016
2026-02-17T20:15:29.577,-32706,0.008,0.000,1.021
2026-02-17T20:15:29.626,-32704,0.003,0.001,1.019
2026-02-17T20:15:29.626,-32703,0.003,0.005,1.020
2026-02-17T20:15:29.626,-32702,0.001,0.003,1.020
2026-02-17T20:15:29.674,-32700,0.004,0.004,1.019
2026-02-17T20:15:29.674,-32699,0.003,0.002,1.018
2026-02-17T20:15:29.674,-32698,0.008,0.002,1.019
2026-02-17T20:15:29.724,-32696,0.009,0.002,1.016
2026-02-17T20:15:29.724,-32695,0.005,0.001,1.017
2026-02-17T20:15:29.724,-32694,0.002,0.002,1.019
2026-02-17T20:15:29.773,-32692,0.001,0.000,1.022
2026-02-17T20:15:29.773,-32691,0.001,-0.001,1.018
2026-02-17T20:15:29.773,-32690,0.003,0.002,1.018
2026-02-17T20:15:29.821,-32688,0.004,0.003,1.019
2026-02-17T20:15:29.821,-32687,0.003,0.003,1.018
2026-02-17T20:15:29.821,-32686,0.006,0.002,1.019
2026-02-17T20:15:29.869,-32684,0.004,0.000,1.019
2026-02-17T20:15:29.869,-32683,0.002,0.003,1.020
2026-02-17T20:15:29.871,-32682,0.003,0.001,1.018
2026-02-17T20:15:29.918,-32680,0.004,0.000,1.018
2026-02-17T20:15:29.918,-32679,0.004,-0.001,1.018
2026-02-17T20:15:29.918,-32678,0.003,0.001,1.021
2026-02-17T20:15:29.967,-32676,0.002,0.002,1.020
2026-02-17T20:15:29.967,-32675,0.004,0.002,1.020
2026-02-17T20:15:29.967,-32674,0.004,0.000,1.019
2026-02-17T20:15:30.016,-32672,0.003,0.005,1.019
2026-02-17T20:15:30.017,-32671,0.005,0.006,1.019
2026-02-17T20:15:30.017,-32670,0.006,0.004,1.018
2026-02-17T20:15:30.017,-32668,0.002,0.006,1.018
2026-02-17T20:15:30.064,-32667,0.005,0.002,1.017
2026-02-17T20:15:30.064,-32666,0.003,0.002,1.018
2026-02-17T20:15:30.066,-32665,0.006,0.003,1.018
2026-02-17T20:15:30.113,-32663,0.005,0.002,1.022
2026-02-17T20:15:30.113,-32662,0.004,0.000,1.018
2026-02-17T20:15:30.113,-32661,0.004,0.003,1.019
2026-02-17T20:15:30.162,-32659,0.005,0.002,1.017
2026-02-17T20:15:30.162,-32658,0.004,0.003,1.020
2026-02-17T20:15:30.162,-32657,0.000,0.000,1.019
2026-02-17T20:15:30.211,-32655,0.002,-0.001,1.020
2026-02-17T20:15:30.211,-32654,0.004,0.000,1.017
2026-02-17T20:15:30.211,-32653,0.002,0.000,1.016
2026-02-17T20:15:30.259,-32651,0.002,0.006,1.021
2026-02-17T20:15:30.259,-32650,0.006,0.005,1.018
2026-02-17T20:15:30.259,-32649,0.003,0.005,1.021
2026-02-17T20:15:30.308,-32647,0.004,0.005,1.021
2026-02-17T20:15:30.308,-32646,0.005,0.005,1.020
2026-02-17T20:15:30.308,-32645,0.003,0.003,1.019
2026-02-17T20:15:30.311,-32643,0.005,0.000,1.019
2026-02-17T20:15:30.357,-32642,0.001,0.002,1.020
2026-02-17T20:15:30.357,-32641,0.000,0.000,1.019
2026-02-17T20:15:30.357,-32640,0.002,0.002,1.017
2026-02-17T20:15:30.406,-32638,0.003,0.000,1.019
2026-02-17T20:15:30.406,-32637,0.004,0.000,1.018
2026-02-17T20:15:30.406,-32636,0.004,0.002,1.018
2026-02-17T20:15:30.454,-32634,0.003,0.000,1.018
2026-02-17T20:15:30.455,-32633,0.003,0.003,1.019
2026-02-17T20:15:30.455,-32632,0.004,0.003,1.019
2026-02-17T20:15:30.503,-32630,0.003,0.000,1.018
2026-02-17T20:15:30.503,-32629,0.004,0.000,1.019
2026-02-17T20:15:30.503,-32628,0.007,0.001,1.018
2026-02-17T20:15:30.552,-32626,0.004,0.004,1.020
2026-02-17T20:15:30.552,-32625,0.004,0.003,1.021
2026-02-17T20:15:30.552,-32624,0.005,0.002,1.020
2026-02-17T20:15:30.601,-32622,0.004,0.004,1.019
2026-02-17T20:15:30.601,-32621,0.004,0.004,1.021
2026-02-17T20:15:30.601,-32620,0.003,0.003,1.018
2026-02-17T20:15:30.649,-32618,0.006,0.003,1.019
2026-02-17T20:15:30.650,-32617,0.007,0.004,1.021
2026-02-17T20:15:30.650,-32616,0.001,0.002,1.021
2026-02-17T20:15:30.651,-32614,0.001,0.002,1.020
2026-02-17T20:15:30.698,-32613,0.003,0.000,1.018
2026-02-17T20:15:30.699,-32612,0.005,0.001,1.020
2026-02-17T20:15:30.700,-32611,0.003,0.000,1.019
2026-02-17T20:15:30.747,-32609,0.004,0.000,1.019
2026-02-17T20:15:30.747,-32608,0.004,0.001,1.020
2026-02-17T20:15:30.747,-32607,0.004,0.001,1.020
2026-02-17T20:15:30.796,-32605,0.004,0.004,1.019
2026-02-17T20:15:30.796,-32604,0.005,0.005,1.020
2026-02-17T20:15:30.796,-32603,0.003,0.003,1.019
2026-02-17T20:15:30.844,-32601,0.002,0.003,1.020
2026-02-17T20:15:30.844,-32600,0.005,0.001,1.019
2026-02-17T20:15:30.846,-32599,0.006,0.001,1.021
2026-02-17T20:15:30.893,-32597,0.004,0.000,1.019
2026-02-17T20:15:30.893,-32596,0.001,0.000,1.020
2026-02-17T20:15:30.893,-32595,0.003,0.001,1.018
2026-02-17T20:15:30.942,-32593,0.004,0.001,1.019
2026-02-17T20:15:30.942,-32592,0.007,0.000,1.019
2026-02-17T20:15:30.942,-32591,0.005,0.003,1.023
2026-02-17T20:15:30.991,-32589,0.005,0.005,1.022
2026-02-17T20:15:30.991,-32588,0.002,0.005,1.020
2026-02-17T20:15:30.991,-32587,0.002,0.007,1.019
2026-02-17T20:15:31.039,-32585,0.003,0.003,1.019
2026-02-17T20:15:31.039,-32584,0.004,0.001,1.020
2026-02-17T20:15:31.041,-32583,0.005,0.000,1.019
2026-02-17T20:15:31.088,-32581,0.004,0.000,1.020
2026-02-17T20:15:31.088,-32580,0.002,-0.001,1.019
2026-02-17T20:15:31.088,-32579,0.002,-0.001,1.020
2026-02-17T20:15:31.137,-32577,0.003,0.000,1.020
2026-02-17T20:15:31.137,-32576,0.002,0.006,1.020
2026-02-17T20:15:31.137,-32575,0.001,0.007,1.021
2026-02-17T20:15:31.186,-32573,0.004,0.007,1.021
2026-02-17T20:15:31.186,-32572,0.005,0.007,1.020
2026-02-17T20:15:31.186,-32571,0.005,0.005,1.019
2026-02-17T20:15:31.234,-32569,0.004,0.000,1.020
2026-02-17T20:15:31.235,-32568,0.002,0.000,1.020
2026-02-17T20:15:31.235,-32567,0.002,0.000,1.020
2026-02-17T20:15:31.283,-32565,0.004,0.000,1.018
2026-02-17T20:15:31.284,-32564,0.005,0.002,1.020
2026-02-17T20:15:31.284,-32563,0.004,0.005,1.017
2026-02-17T20:15:31.332,-32561,0.005,0.007,1.019
2026-02-17T20:15:31.332,-32560,0.002,0.006,1.020
2026-02-17T20:15:31.332,-32559,0.004,0.005,1.019
2026-02-17T20:15:31.381,-32557,0.002,0.001,1.020
2026-02-17T20:15:31.381,-32556,0.004,0.000,1.021
2026-02-17T20:15:31.381,-32555,0.003,0.000,1.018
2026-02-17T20:15:31.429,-32553,0.004,0.000,1.019
2026-02-17T20:15:31.429,-32552,0.004,0.002,1.019
2026-02-17T20:15:31.429,-32551,0.005,0.001,1.019
2026-02-17T20:15:31.478,-32549,0.004,0.005,1.020
2026-02-17T20:15:31.478,-32548,0.003,0.004,1.019
2026-02-17T20:15:31.478,-32547,0.004,0.004,1.016
2026-02-17T20:15:31.527,-32545,0.002,0.001,1.019
2026-02-17T20:15:31.527,-32544,0.005,0.000,1.018
2026-02-17T20:15:31.527,-32543,0.004,0.000,1.021
2026-02-17T20:15:31.576,-32541,0.003,0.001,1.019
2026-02-17T20:15:31.576,-32540,0.005,0.001,1.020
2026-02-17T20:15:31.576,-32539,0.004,0.003,1.019
2026-02-17T20:15:31.624,-32537,0.003,0.006,1.017
2026-02-17T20:15:31.624,-32536,0.005,0.003,1.017
2026-02-17T20:15:31.626,-32535,0.003,0.004,1.018
2026-02-17T20:15:31.673,-32533,0.005,0.003,1.020
2026-02-17T20:15:31.673,-32532,0.004,0.002,1.017
2026-02-17T20:15:31.673,-32531,0.003,0.002,1.020
2026-02-17T20:15:31.722,-32529,0.003,0.000,1.021
2026-02-17T20:15:31.722,-32528,0.002,0.000,1.021
2026-02-17T20:15:31.722,-32527,0.005,0.000,1.020
2026-02-17T20:15:31.771,-32525,0.002,0.002,1.021
2026-02-17T20:15:31.771,-32524,0.003,0.001,1.020
2026-02-17T20:15:31.772,-32523,0.001,0.004,1.021
2026-02-17T20:15:31.819,-32521,0.004,0.005,1.019
2026-02-17T20:15:31.820,-32520,0.005,0.007,1.018
2026-02-17T20:15:31.820,-32519,0.004,0.006,1.019
2026-02-17T20:15:31.868,-32517,0.006,0.002,1.022
2026-02-17T20:15:31.869,-32516,0.003,0.000,1.020
2026-02-17T20:15:31.870,-32515,0.000,-0.002,1.020
2026-02-17T20:15:31.917,-32513,0.002,0.001,1.019
2026-02-17T20:15:31.918,-32512,0.003,0.001,1.020
2026-02-17T20:15:31.918,-32511,0.005,0.004,1.019
2026-02-17T20:15:31.966,-32509,0.009,-0.108,1.043
2026-02-17T20:15:31.967,-32508,0.012,0.009,1.016
2026-02-17T20:15:31.967,-32507,0.007,0.005,1.021
2026-02-17T20:15:32.014,-32505,0.002,0.002,1.024
2026-02-17T20:15:32.015,-32504,0.002,0.001,1.017
2026-02-17T20:15:32.015,-32503,0.003,0.000,1.022
2026-02-17T20:15:32.063,-32501,0.003,0.000,1.016
2026-02-17T20:15:32.063,-32500,0.186,0.789,0.993
2026-02-17T20:15:32.063,-32499,0.300,0.019,1.300
2026-02-17T20:15:32.112,-32496,-0.142,-0.174,1.053
2026-02-17T20:15:32.112,-32495,-0.128,-0.187,1.064
2026-02-17T20:15:32.112,-32494,-0.252,0.010,1.098
2026-02-17T20:15:32.161,-32492,-0.353,-0.026,1.408
2026-02-17T20:15:32.161,-32491,0.221,-0.218,1.795
2026-02-17T20:15:32.161,-32490,0.070,-0.290,1.789
2026-02-17T20:15:32.209,-32488,-0.243,0.020,1.411
2026-02-17T20:15:32.209,-32487,-0.139,0.124,1.256
2026-02-17T20:15:32.209,-32486,-0.130,0.169,1.123
2026-02-17T20:15:32.258,-32484,-0.023,0.163,1.225
2026-02-17T20:15:32.258,-32483,0.046,0.103,1.321
2026-02-17T20:15:32.258,-32482,0.029,-0.013,1.232
2026-02-17T20:15:32.307,-32480,0.063,0.125,1.350
2026-02-17T20:15:32.307,-32479,0.236,0.052,1.644
2026-02-17T20:15:32.307,-32478,0.262,0.156,1.690
2026-02-17T20:15:32.356,-32476,0.117,0.312,1.239
2026-02-17T20:15:32.357,-32475,0.183,0.406,0.841
2026-02-17T20:15:32.357,-32474,0.231,0.506,0.497
2026-02-17T20:15:32.404,-32472,0.636,0.471,0.511
2026-02-17T20:15:32.404,-32471,0.661,0.275,0.540
2026-02-17T20:15:32.405,-32470,0.581,0.126,0.521
2026-02-17T20:15:32.453,-32468,0.403,-0.108,0.190
2026-02-17T20:15:32.454,-32467,0.418,-0.095,0.075
2026-02-17T20:15:32.455,-32466,0.577,-0.064,0.062
2026-02-17T20:15:32.502,-32464,0.651,-0.220,0.206
2026-02-17T20:15:32.502,-32463,0.584,-0.269,0.128
2026-02-17T20:15:32.503,-32462,0.478,-0.202,0.011
2026-02-17T20:15:32.504,-32460,0.407,-0.531,0.181
2026-02-17T20:15:32.551,-32459,0.290,-0.592,0.271
2026-02-17T20:15:32.551,-32458,0.091,-0.980,0.221
2026-02-17T20:15:32.551,-32457,0.020,-1.166,0.142
2026-02-17T20:15:32.551,-32456,-0.076,-1.332,0.011
2026-02-17T20:15:32.599,-32455,-0.105,-1.443,-0.096
2026-02-17T20:15:32.599,-32454,-0.208,-1.661,-0.197
2026-02-17T20:15:32.599,-32453,-0.241,-1.675,-0.099
2026-02-17T20:15:32.601,-32452,-0.324,-1.732,0.057
2026-02-17T20:15:32.648,-32451,-0.336,-1.883,0.098
2026-02-17T20:15:32.648,-32450,-0.233,-1.726,0.098
2026-02-17T20:15:32.648,-32449,-0.156,-1.621,0.043
2026-02-17T20:15:32.697,-32447,-0.102,-1.426,-0.116
2026-02-17T20:15:32.697,-32446,-0.060,-1.333,-0.133
2026-02-17T20:15:32.697,-32445,0.019,-1.191,0.000
2026-02-17T20:15:32.746,-32443,0.171,-1.038,0.227
2026-02-17T20:15:32.746,-32442,0.252,-0.898,0.246
2026-02-17T20:15:32.746,-32441,0.302,-0.754,0.219
2026-02-17T20:15:32.794,-32439,0.363,-0.610,0.076
2026-02-17T20:15:32.794,-32438,0.338,-0.559,0.081
2026-02-17T20:15:32.796,-32437,0.341,-0.515,0.244
2026-02-17T20:15:32.843,-32435,0.534,-0.365,0.238
2026-02-17T20:15:32.843,-32434,0.563,-0.329,0.216
2026-02-17T20:15:32.843,-32433,0.543,-0.246,0.173
2026-02-17T20:15:32.892,-32431,0.467,-0.072,0.096
2026-02-17T20:15:32.892,-32430,0.446,0.040,0.061
2026-02-17T20:15:32.892,-32429,0.424,0.220,0.067
2026-02-17T20:15:32.941,-32426,0.551,0.782,0.198
2026-02-17T20:15:32.941,-32425,0.600,0.926,0.305
2026-02-17T20:15:32.941,-32424,0.663,1.228,0.395
2026-02-17T20:15:32.989,-32422,0.914,1.601,0.765
2026-02-17T20:15:32.989,-32421,0.984,1.476,0.963
2026-02-17T20:15:32.990,-32420,0.938,1.195,1.044
2026-02-17T20:15:33.038,-32418,0.441,0.780,0.864
2026-02-17T20:15:33.038,-32417,0.216,0.588,0.725
2026-02-17T20:15:33.038,-32416,0.127,0.624,0.875
2026-02-17T20:15:33.087,-32414,0.036,0.694,1.130
2026-02-17T20:15:33.087,-32413,0.270,0.712,1.580
2026-02-17T20:15:33.087,-32412,0.466,0.659,1.706
2026-02-17T20:15:33.137,-32410,0.405,0.851,1.530
2026-02-17T20:15:33.137,-32409,0.231,0.752,1.251
2026-02-17T20:15:33.138,-32408,0.206,0.582,0.919
2026-02-17T20:15:33.184,-32406,0.063,0.564,0.538
2026-02-17T20:15:33.184,-32405,0.016,0.465,0.599
2026-02-17T20:15:33.187,-32404,0.025,0.402,0.914
2026-02-17T20:15:33.233,-32401,0.083,0.100,1.555
2026-02-17T20:15:33.233,-32400,0.041,-0.024,1.519
2026-02-17T20:15:33.233,-32399,-0.110,-0.146,1.437
2026-02-17T20:15:33.282,-32397,-0.100,-0.303,1.504
2026-02-17T20:15:33.282,-32396,-0.096,-0.274,1.568
2026-02-17T20:15:33.282,-32395,-0.013,-0.328,1.585
2026-02-17T20:15:33.331,-32393,0.126,-0.162,1.504
2026-02-17T20:15:33.331,-32392,0.120,-0.072,1.394
2026-02-17T20:15:33.331,-32391,0.153,-0.062,1.312
2026-02-17T20:15:33.379,-32389,0.172,-0.187,1.392
2026-02-17T20:15:33.379,-32388,0.071,-0.233,1.334
2026-02-17T20:15:33.379,-32387,0.082,-0.199,1.163
2026-02-17T20:15:33.428,-32385,0.179,-0.156,0.911
2026-02-17T20:15:33.428,-32384,0.213,-0.055,0.902
2026-02-17T20:15:33.428,-32383,0.343,-0.120,0.909
2026-02-17T20:15:33.477,-32381,0.385,-0.154,0.881
2026-02-17T20:15:33.477,-32380,0.384,-0.361,0.831
2026-02-17T20:15:33.477,-32379,0.310,-0.381,0.537
2026-02-17T20:15:33.526,-32377,0.351,-0.404,0.244
2026-02-17T20:15:33.526,-32376,0.331,-0.382,0.008
2026-02-17T20:15:33.526,-32375,0.403,-0.286,-0.163
2026-02-17T20:15:33.574,-32373,0.528,-0.333,-0.468
2026-02-17T20:15:33.574,-32372,0.525,-0.471,-0.528
2026-02-17T20:15:33.574,-32371,0.508,-0.614,-0.522
2026-02-17T20:15:33.623,-32369,0.437,-0.685,-0.584
2026-02-17T20:15:33.624,-32368,0.587,-0.690,-0.489
2026-02-17T20:15:33.624,-32367,0.624,-0.712,-0.418
2026-02-17T20:15:33.626,-32365,0.564,-0.765,-0.473
2026-02-17T20:15:33.672,-32364,0.548,-0.738,-0.638
2026-02-17T20:15:33.672,-32363,0.440,-0.699,-0.777
2026-02-17T20:15:33.673,-32362,0.366,-0.672,-0.839
2026-02-17T20:15:33.721,-32360,0.293,-0.736,-0.761
2026-02-17T20:15:33.721,-32359,0.268,-0.732,-0.579
2026-02-17T20:15:33.722,-32358,0.169,-0.713,-0.452
2026-02-17T20:15:33.769,-32356,0.052,-0.537,-0.152
2026-02-17T20:15:33.769,-32355,0.025,-0.343,-0.016
2026-02-17T20:15:33.770,-32354,-0.138,-0.010,0.270
2026-02-17T20:15:33.818,-32352,0.008,0.259,1.291
2026-02-17T20:15:33.819,-32351,0.339,0.024,1.714
2026-02-17T20:15:33.820,-32350,0.332,-0.050,1.860
2026-02-17T20:15:33.867,-32348,0.084,0.189,1.184
2026-02-17T20:15:33.867,-32347,0.135,0.377,1.069
2026-02-17T20:15:33.867,-32346,0.003,0.750,1.041
2026-02-17T20:15:33.916,-32344,0.259,0.374,2.191
2026-02-17T20:15:33.916,-32343,0.057,-0.117,2.619
2026-02-17T20:15:33.916,-32342,-0.092,-0.311,2.382
2026-02-17T20:15:33.916,-32340,-0.087,0.133,1.687
2026-02-17T20:15:33.964,-32339,-0.044,0.314,1.419
2026-02-17T20:15:33.964,-32338,-0.013,0.310,1.176
2026-02-17T20:15:33.964,-32337,-0.118,0.191,1.080
2026-02-17T20:15:33.966,-32336,-0.142,-0.001,1.092
2026-02-17T20:15:34.013,-32335,-0.051,-0.042,1.138
2026-02-17T20:15:34.013,-32334,0.023,-0.030,1.355
2026-02-17T20:15:34.013,-32333,0.123,-0.022,1.245
2026-02-17T20:15:34.062,-32332,0.181,-0.094,1.328
2026-02-17T20:15:34.062,-32331,0.152,-0.238,1.296
2026-02-17T20:15:34.062,-32330,0.026,-0.345,1.135
2026-02-17T20:15:34.111,-32327,0.104,0.263,0.511
2026-02-17T20:15:34.111,-32326,0.273,0.393,0.564
2026-02-17T20:15:34.111,-32325,0.333,0.448,0.844
2026-02-17T20:15:34.159,-32323,0.323,0.087,1.179
2026-02-17T20:15:34.159,-32322,0.289,0.155,1.142
2026-02-17T20:15:34.161,-32321,0.251,0.355,1.024
2026-02-17T20:15:34.208,-32319,0.253,0.765,1.025
2026-02-17T20:15:34.208,-32318,0.169,0.875,1.076
2026-02-17T20:15:34.209,-32317,0.212,0.905,1.126
2026-02-17T20:15:34.257,-32315,0.562,1.260,1.193
2026-02-17T20:15:34.257,-32314,0.474,1.271,1.150
2026-02-17T20:15:34.258,-32313,0.472,1.192,1.113
2026-02-17T20:15:34.306,-32311,0.469,1.163,0.977
2026-02-17T20:15:34.306,-32310,0.535,1.085,0.850
2026-02-17T20:15:34.306,-32309,0.530,0.979,0.679
2026-02-17T20:15:34.307,-32307,0.623,0.774,0.604
2026-02-17T20:15:34.354,-32306,0.661,0.608,0.681
2026-02-17T20:15:34.354,-32305,0.686,0.470,0.706
2026-02-17T20:15:34.355,-32304,0.748,0.461,0.640
2026-02-17T20:15:34.405,-32302,0.705,0.405,0.263
2026-02-17T20:15:34.405,-32301,0.624,0.274,0.095
2026-02-17T20:15:34.406,-32300,0.580,0.117,-0.032
2026-02-17T20:15:34.452,-32298,0.550,-0.127,-0.137
2026-02-17T20:15:34.452,-32297,0.524,-0.202,-0.139
2026-02-17T20:15:34.452,-32296,0.501,-0.281,-0.190
2026-02-17T20:15:34.501,-32294,0.534,-0.406,-0.118
2026-02-17T20:15:34.501,-32293,0.582,-0.423,-0.135
2026-02-17T20:15:34.501,-32292,0.644,-0.426,-0.086
2026-02-17T20:15:34.549,-32290,0.635,-0.573,-0.014
2026-02-17T20:15:34.549,-32289,0.650,-0.685,-0.020
2026-02-17T20:15:34.551,-32288,0.691,-0.597,-0.070
2026-02-17T20:15:34.598,-32286,0.709,-0.599,0.024
2026-02-17T20:15:34.598,-32285,0.759,-0.622,0.118
2026-02-17T20:15:34.598,-32284,0.779,-0.722,0.134
2026-02-17T20:15:34.647,-32282,0.713,-0.931,0.205
